Irish (Ability) Code,Irish (Ability) Label,Sexual Orientation Code,Sexual Orientation Label,Irish (Speak Frequency) Code,Irish (Speak Frequency) Label,Religion or Religion Brought Up In Code,Religion or Religion Brought Up In Label,National Identity - 8 Categories Code,National Identity - 8 Categories Label,Count
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,1,Catholic,6,Irish and Northern Irish only,28
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,1,Catholic,7,"British, Irish and Northern Irish only",3
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),1,British only,14
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),2,Irish only,18
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),3,Northern Irish only,17
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),4,British and Irish only,0
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),5,British and Northern Irish only,1
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),6,Irish and Northern Irish only,12
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),7,"British, Irish and Northern Irish only",4
6,No ability in Irish,1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,1,Catholic,1,British only,0
6,No ability in Irish,1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,1,Catholic,2,Irish only,0
6,No ability in Irish,1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,1,Catholic,3,Northern Irish only,0
6,No ability in Irish,1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,1,Catholic,4,British and Irish only,0
6,No ability in Irish,1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,1,Catholic,5,British and Northern Irish only,0
6,No ability in Irish,1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,1,Catholic,6,Irish and Northern Irish only,0
6,No ability in Irish,1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,1,Catholic,7,"British, Irish and Northern Irish only",0
6,No ability in Irish,1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),1,British only,0
6,No ability in Irish,1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),2,Irish only,0
6,No ability in Irish,1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),3,Northern Irish only,0
6,No ability in Irish,1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),4,British and Irish only,0
6,No ability in Irish,1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),5,British and Northern Irish only,0
6,No ability in Irish,1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),6,Irish and Northern Irish only,0
6,No ability in Irish,1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),7,"British, Irish and Northern Irish only",0
6,No ability in Irish,1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,1,Catholic,1,British only,0
6,No ability in Irish,1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,1,Catholic,2,Irish only,0
6,No ability in Irish,1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,1,Catholic,3,Northern Irish only,0
6,No ability in Irish,1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,1,Catholic,4,British and Irish only,0
6,No ability in Irish,1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,1,Catholic,5,British and Northern Irish only,0
6,No ability in Irish,1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,1,Catholic,6,Irish and Northern Irish only,0
6,No ability in Irish,1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,1,Catholic,7,"British, Irish and Northern Irish only",0
6,No ability in Irish,1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),1,British only,0
6,No ability in Irish,1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),2,Irish only,0
6,No ability in Irish,1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),3,Northern Irish only,0
6,No ability in Irish,1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),4,British and Irish only,0
6,No ability in Irish,1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),5,British and Northern Irish only,0
6,No ability in Irish,1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),6,Irish and Northern Irish only,0
6,No ability in Irish,1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),7,"British, Irish and Northern Irish only",0
6,No ability in Irish,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,1,British only,0
6,No ability in Irish,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,2,Irish only,0
6,No ability in Irish,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,3,Northern Irish only,0
6,No ability in Irish,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,4,British and Irish only,0
6,No ability in Irish,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,5,British and Northern Irish only,0
6,No ability in Irish,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,6,Irish and Northern Irish only,0
6,No ability in Irish,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,7,"British, Irish and Northern Irish only",0
6,No ability in Irish,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),1,British only,0
6,No ability in Irish,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),2,Irish only,0
6,No ability in Irish,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),3,Northern Irish only,0
6,No ability in Irish,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),4,British and Irish only,0
6,No ability in Irish,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),5,British and Northern Irish only,0
6,No ability in Irish,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),6,Irish and Northern Irish only,0
6,No ability in Irish,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),7,"British, Irish and Northern Irish only",0
6,No ability in Irish,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,1,Catholic,1,British only,0
6,No ability in Irish,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,1,Catholic,2,Irish only,0
6,No ability in Irish,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,1,Catholic,3,Northern Irish only,0
6,No ability in Irish,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,1,Catholic,4,British and Irish only,0
6,No ability in Irish,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,1,Catholic,5,British and Northern Irish only,0
6,No ability in Irish,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,1,Catholic,6,Irish and Northern Irish only,0
6,No ability in Irish,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,1,Catholic,7,"British, Irish and Northern Irish only",0
6,No ability in Irish,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),1,British only,0
6,No ability in Irish,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),2,Irish only,0
6,No ability in Irish,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),3,Northern Irish only,0
6,No ability in Irish,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),4,British and Irish only,0
6,No ability in Irish,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),5,British and Northern Irish only,0
6,No ability in Irish,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),6,Irish and Northern Irish only,0
6,No ability in Irish,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),7,"British, Irish and Northern Irish only",0
6,No ability in Irish,1,Straight or heterosexual,5,Cannot speak Irish,1,Catholic,1,British only,38772
6,No ability in Irish,1,Straight or heterosexual,5,Cannot speak Irish,1,Catholic,2,Irish only,239303
6,No ability in Irish,1,Straight or heterosexual,5,Cannot speak Irish,1,Catholic,3,Northern Irish only,113729
6,No ability in Irish,1,Straight or heterosexual,5,Cannot speak Irish,1,Catholic,4,British and Irish only,3432
6,No ability in Irish,1,Straight or heterosexual,5,Cannot speak Irish,1,Catholic,5,British and Northern Irish only,4824
6,No ability in Irish,1,Straight or heterosexual,5,Cannot speak Irish,1,Catholic,6,Irish and Northern Irish only,13542
6,No ability in Irish,1,Straight or heterosexual,5,Cannot speak Irish,1,Catholic,7,"British, Irish and Northern Irish only",4694
6,No ability in Irish,1,Straight or heterosexual,5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),1,British only,372694
6,No ability in Irish,1,Straight or heterosexual,5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),2,Irish only,9849
6,No ability in Irish,1,Straight or heterosexual,5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),3,Northern Irish only,110135
6,No ability in Irish,1,Straight or heterosexual,5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),4,British and Irish only,3466
6,No ability in Irish,1,Straight or heterosexual,5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),5,British and Northern Irish only,97855
6,No ability in Irish,1,Straight or heterosexual,5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),6,Irish and Northern Irish only,2296
6,No ability in Irish,1,Straight or heterosexual,5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),7,"British, Irish and Northern Irish only",11946
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,1,Catholic,1,British only,0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,1,Catholic,2,Irish only,0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,1,Catholic,3,Northern Irish only,0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,1,Catholic,4,British and Irish only,0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,1,Catholic,5,British and Northern Irish only,0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,1,Catholic,6,Irish and Northern Irish only,0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,1,Catholic,7,"British, Irish and Northern Irish only",0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),1,British only,0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),2,Irish only,0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),3,Northern Irish only,0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),4,British and Irish only,0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),5,British and Northern Irish only,0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),6,Irish and Northern Irish only,0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),7,"British, Irish and Northern Irish only",0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,1,Catholic,1,British only,0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,1,Catholic,2,Irish only,0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,1,Catholic,3,Northern Irish only,0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,1,Catholic,4,British and Irish only,0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,1,Catholic,5,British and Northern Irish only,0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,1,Catholic,6,Irish and Northern Irish only,0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,1,Catholic,7,"British, Irish and Northern Irish only",0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),1,British only,0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),2,Irish only,0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),3,Northern Irish only,0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),4,British and Irish only,0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),5,British and Northern Irish only,0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),6,Irish and Northern Irish only,0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),7,"British, Irish and Northern Irish only",0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,1,British only,0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,2,Irish only,0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,3,Northern Irish only,0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,4,British and Irish only,0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,5,British and Northern Irish only,0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,6,Irish and Northern Irish only,0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,7,"British, Irish and Northern Irish only",0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),1,British only,0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),2,Irish only,0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),3,Northern Irish only,0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),4,British and Irish only,0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),5,British and Northern Irish only,0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),6,Irish and Northern Irish only,0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),7,"British, Irish and Northern Irish only",0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,1,Catholic,1,British only,0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,1,Catholic,2,Irish only,0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,1,Catholic,3,Northern Irish only,0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,1,Catholic,4,British and Irish only,0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,1,Catholic,5,British and Northern Irish only,0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,1,Catholic,6,Irish and Northern Irish only,0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,1,Catholic,7,"British, Irish and Northern Irish only",0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),1,British only,0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),2,Irish only,0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),3,Northern Irish only,0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),4,British and Irish only,0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),5,British and Northern Irish only,0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),6,Irish and Northern Irish only,0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),7,"British, Irish and Northern Irish only",0
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,1,Catholic,1,British only,817
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,1,Catholic,2,Irish only,4671
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,1,Catholic,3,Northern Irish only,2237
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,1,Catholic,4,British and Irish only,99
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,1,Catholic,5,British and Northern Irish only,119
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,1,Catholic,6,Irish and Northern Irish only,634
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,1,Catholic,7,"British, Irish and Northern Irish only",219
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),1,British only,3871
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),2,Irish only,411
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),3,Northern Irish only,2876
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),4,British and Irish only,96
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),5,British and Northern Irish only,1439
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),6,Irish and Northern Irish only,257
6,No ability in Irish,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),7,"British, Irish and Northern Irish only",558
